id,brand,category,price,rating,discount,review,image_path,buy
1011,Alpha,Home,44.18,4.3,0.0,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_1011.png,1
1012,Alpha,Fashion,59.63,5.0,0.35,I think this Alpha fashion is good. Price feels fair. Would consider buying again.,images/img_1012.png,1
1013,Echo,Fashion,220.01,4.1,0.22,I think this Echo fashion is good. Price feels fair. Would consider buying again.,images/img_1013.png,1
1014,Delta,Electronics,104.23,3.6,0.2,I think this Delta electronics is average. Price feels fair. Would consider buying again.,images/img_1014.png,0
1015,Echo,Sports,162.31,4.2,0.0,I think this Echo sports is great. Price feels fair. Would consider buying again.,images/img_1015.png,1
1016,Alpha,Home,83.67,3.4,0.4,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_1016.png,1
1017,Bravo,Beauty,135.94,4.4,0.0,I think this Bravo beauty is good. Price feels fair. Would consider buying again.,images/img_1017.png,1
1018,Delta,Sports,268.09,2.5,0.08,I think this Delta sports is average. Price feels fair. Would consider buying again.,images/img_1018.png,0
1019,Alpha,Home,19.65,1.9,0.15,I think this Alpha home is average. Price feels fair. Would consider buying again.,images/img_1019.png,0
1020,Bravo,Electronics,23.4,3.4,0.23,I think this Bravo electronics is great. Price feels fair. Would consider buying again.,images/img_1020.png,1
1021,Delta,Electronics,291.01,5.0,0.26,I think this Delta electronics is good. Price feels fair. Would consider buying again.,images/img_1021.png,1
1022,Echo,Electronics,146.86,4.7,0.32,I think this Echo electronics is good. Price feels fair. Would consider buying again.,images/img_1022.png,1
1023,Bravo,Electronics,78.55,4.0,0.0,I think this Bravo electronics is great. Price feels fair. Would consider buying again.,images/img_1023.png,1
1024,Bravo,Electronics,293.54,5.0,0.17,I think this Bravo electronics is great. Price feels fair. Would consider buying again.,images/img_1024.png,1
1025,Citrus,Sports,250.91,5.0,0.17,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_1025.png,1
1026,Citrus,Beauty,123.05,5.0,0.25,I think this Citrus beauty is good. Price feels fair. Would consider buying again.,images/img_1026.png,1
1027,Citrus,Electronics,105.4,3.3,0.15,I think this Citrus electronics is poor. Price feels fair. Would consider buying again.,images/img_1027.png,0
1028,Alpha,Home,126.23,4.7,0.61,I think this Alpha home is poor. Price feels fair. Would consider buying again.,images/img_1028.png,1
1029,Citrus,Sports,91.71,3.3,0.52,I think this Citrus sports is great. Price feels fair. Would consider buying again.,images/img_1029.png,1
1030,Echo,Electronics,85.91,3.0,0.17,I think this Echo electronics is good. Price feels fair. Would consider buying again.,images/img_1030.png,1
1031,Echo,Home,186.01,2.4,0.24,I think this Echo home is great. Price feels fair. Would consider buying again.,images/img_1031.png,1
1032,Echo,Beauty,158.44,4.3,0.14,I think this Echo beauty is good. Price feels fair. Would consider buying again.,images/img_1032.png,1
1033,Citrus,Electronics,288.47,5.0,0.0,I think this Citrus electronics is poor. Price feels fair. Would consider buying again.,images/img_1033.png,1
1034,Alpha,Beauty,123.29,3.6,0.34,I think this Alpha beauty is average. Price feels fair. Would consider buying again.,images/img_1034.png,1
1035,Alpha,Electronics,231.24,5.0,0.16,I think this Alpha electronics is poor. Price feels fair. Would consider buying again.,images/img_1035.png,1
1036,Alpha,Beauty,217.58,3.1,0.03,I think this Alpha beauty is great. Price feels fair. Would consider buying again.,images/img_1036.png,1
1037,Citrus,Fashion,272.56,4.8,0.37,I think this Citrus fashion is terrible. Price feels fair. Would consider buying again.,images/img_1037.png,0
1038,Bravo,Electronics,53.91,2.8,0.12,I think this Bravo electronics is average. Price feels fair. Would consider buying again.,images/img_1038.png,1
1039,Delta,Beauty,20.7,3.6,0.0,I think this Delta beauty is good. Price feels fair. Would consider buying again.,images/img_1039.png,1
1040,Delta,Home,254.71,4.4,0.27,I think this Delta home is great. Price feels fair. Would consider buying again.,images/img_1040.png,1
1041,Alpha,Sports,138.29,4.1,0.21,I think this Alpha sports is good. Price feels fair. Would consider buying again.,images/img_1041.png,1
1042,Echo,Electronics,125.88,5.0,0.42,I think this Echo electronics is great. Price feels fair. Would consider buying again.,images/img_1042.png,1
1043,Echo,Electronics,280.26,2.9,0.41,I think this Echo electronics is terrible. Price feels fair. Would consider buying again.,images/img_1043.png,0
1044,Alpha,Fashion,191.27,4.6,0.01,I think this Alpha fashion is poor. Price feels fair. Would consider buying again.,images/img_1044.png,0
1045,Citrus,Home,68.39,4.6,0.32,I think this Citrus home is great. Price feels fair. Would consider buying again.,images/img_1045.png,1
1046,Delta,Electronics,79.25,3.0,0.0,I think this Delta electronics is good. Price feels fair. Would consider buying again.,images/img_1046.png,1
1047,Citrus,Sports,135.01,3.8,0.23,I think this Citrus sports is poor. Price feels fair. Would consider buying again.,images/img_1047.png,0
1048,Echo,Beauty,198.54,4.6,0.0,I think this Echo beauty is good. Price feels fair. Would consider buying again.,images/img_1048.png,1
1049,Echo,Fashion,137.93,3.2,0.31,I think this Echo fashion is terrible. Price feels fair. Would consider buying again.,images/img_1049.png,0
1050,Bravo,Sports,92.88,5.0,0.03,I think this Bravo sports is poor. Price feels fair. Would consider buying again.,images/img_1050.png,1
1051,Bravo,Beauty,25.64,5.0,0.23,I think this Bravo beauty is great. Price feels fair. Would consider buying again.,images/img_1051.png,1
1052,Delta,Electronics,107.29,4.6,0.0,I think this Delta electronics is great. Price feels fair. Would consider buying again.,images/img_1052.png,1
1053,Citrus,Electronics,209.6,3.7,0.21,I think this Citrus electronics is terrible. Price feels fair. Would consider buying again.,images/img_1053.png,0
1054,Alpha,Fashion,99.11,5.0,0.21,I think this Alpha fashion is poor. Price feels fair. Would consider buying again.,images/img_1054.png,1
1055,Citrus,Electronics,177.8,4.4,0.25,I think this Citrus electronics is great. Price feels fair. Would consider buying again.,images/img_1055.png,1
1056,Bravo,Fashion,94.53,5.0,0.18,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_1056.png,1
1057,Alpha,Beauty,259.26,3.2,0.19,I think this Alpha beauty is average. Price feels fair. Would consider buying again.,images/img_1057.png,0
1058,Alpha,Electronics,219.79,3.7,0.26,I think this Alpha electronics is terrible. Price feels fair. Would consider buying again.,images/img_1058.png,0
1059,Echo,Fashion,24.84,4.0,0.27,I think this Echo fashion is average. Price feels fair. Would consider buying again.,images/img_1059.png,1
1060,Citrus,Fashion,252.44,5.0,0.43,I think this Citrus fashion is terrible. Price feels fair. Would consider buying again.,images/img_1060.png,0
1061,Alpha,Sports,95.38,3.8,0.43,I think this Alpha sports is great. Price feels fair. Would consider buying again.,images/img_1061.png,1
1062,Bravo,Fashion,30.84,5.0,0.13,I think this Bravo fashion is great. Price feels fair. Would consider buying again.,images/img_1062.png,1
1063,Echo,Electronics,149.72,5.0,0.15,I think this Echo electronics is good. Price feels fair. Would consider buying again.,images/img_1063.png,1
1064,Bravo,Beauty,160.25,5.0,0.3,I think this Bravo beauty is great. Price feels fair. Would consider buying again.,images/img_1064.png,1
1065,Citrus,Fashion,233.6,3.9,0.03,I think this Citrus fashion is average. Price feels fair. Would consider buying again.,images/img_1065.png,1
1066,Citrus,Home,141.55,4.5,0.0,I think this Citrus home is good. Price feels fair. Would consider buying again.,images/img_1066.png,1
1067,Bravo,Electronics,268.06,5.0,0.0,I think this Bravo electronics is terrible. Price feels fair. Would consider buying again.,images/img_1067.png,0
1068,Bravo,Sports,156.8,4.1,0.21,I think this Bravo sports is great. Price feels fair. Would consider buying again.,images/img_1068.png,1
1069,Alpha,Beauty,277.8,4.0,0.28,I think this Alpha beauty is good. Price feels fair. Would consider buying again.,images/img_1069.png,1
1070,Citrus,Fashion,267.23,3.8,0.0,I think this Citrus fashion is great. Price feels fair. Would consider buying again.,images/img_1070.png,1
1071,Citrus,Beauty,89.91,4.1,0.11,I think this Citrus beauty is good. Price feels fair. Would consider buying again.,images/img_1071.png,1
1072,Delta,Home,220.7,3.4,0.17,I think this Delta home is poor. Price feels fair. Would consider buying again.,images/img_1072.png,0
1073,Alpha,Beauty,34.22,3.8,0.26,I think this Alpha beauty is poor. Price feels fair. Would consider buying again.,images/img_1073.png,1
1074,Citrus,Sports,239.31,4.6,0.23,I think this Citrus sports is great. Price feels fair. Would consider buying again.,images/img_1074.png,1
1075,Citrus,Beauty,55.82,4.0,0.28,I think this Citrus beauty is great. Price feels fair. Would consider buying again.,images/img_1075.png,1
1076,Bravo,Home,163.9,5.0,0.32,I think this Bravo home is good. Price feels fair. Would consider buying again.,images/img_1076.png,1
1077,Alpha,Home,92.38,5.0,0.54,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_1077.png,1
1078,Bravo,Electronics,25.15,3.5,0.16,I think this Bravo electronics is terrible. Price feels fair. Would consider buying again.,images/img_1078.png,0
1079,Delta,Sports,296.18,2.4,0.4,I think this Delta sports is average. Price feels fair. Would consider buying again.,images/img_1079.png,0
1080,Bravo,Electronics,12.96,4.2,0.0,I think this Bravo electronics is good. Price feels fair. Would consider buying again.,images/img_1080.png,1
1081,Bravo,Electronics,243.89,3.2,0.09,I think this Bravo electronics is great. Price feels fair. Would consider buying again.,images/img_1081.png,1
1082,Bravo,Beauty,50.63,3.5,0.13,I think this Bravo beauty is great. Price feels fair. Would consider buying again.,images/img_1082.png,1
1083,Delta,Home,289.42,5.0,0.23,I think this Delta home is average. Price feels fair. Would consider buying again.,images/img_1083.png,1
1084,Alpha,Sports,79.8,4.8,0.19,I think this Alpha sports is average. Price feels fair. Would consider buying again.,images/img_1084.png,1
1085,Alpha,Electronics,35.81,1.7,0.06,I think this Alpha electronics is terrible. Price feels fair. Would consider buying again.,images/img_1085.png,0
1086,Bravo,Fashion,45.08,5.0,0.53,I think this Bravo fashion is poor. Price feels fair. Would consider buying again.,images/img_1086.png,1
1087,Alpha,Home,268.71,3.9,0.27,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_1087.png,1
1088,Delta,Electronics,59.18,3.4,0.15,I think this Delta electronics is great. Price feels fair. Would consider buying again.,images/img_1088.png,1
1089,Echo,Fashion,23.3,2.4,0.02,I think this Echo fashion is poor. Price feels fair. Would consider buying again.,images/img_1089.png,0
1090,Delta,Fashion,284.07,4.1,0.44,I think this Delta fashion is great. Price feels fair. Would consider buying again.,images/img_1090.png,1
1091,Delta,Beauty,176.2,5.0,0.35,I think this Delta beauty is good. Price feels fair. Would consider buying again.,images/img_1091.png,1
1092,Bravo,Home,152.85,4.0,0.16,I think this Bravo home is great. Price feels fair. Would consider buying again.,images/img_1092.png,1
1093,Bravo,Electronics,70.18,3.9,0.38,I think this Bravo electronics is average. Price feels fair. Would consider buying again.,images/img_1093.png,1
1094,Echo,Beauty,205.37,2.5,0.19,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_1094.png,0
1095,Delta,Fashion,45.44,3.0,0.08,I think this Delta fashion is poor. Price feels fair. Would consider buying again.,images/img_1095.png,0
1096,Delta,Electronics,218.5,4.0,0.16,I think this Delta electronics is great. Price feels fair. Would consider buying again.,images/img_1096.png,1
1097,Delta,Beauty,292.17,2.9,0.07,I think this Delta beauty is good. Price feels fair. Would consider buying again.,images/img_1097.png,1
1098,Echo,Beauty,35.53,2.9,0.27,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_1098.png,1
1099,Echo,Electronics,212.45,4.0,0.18,I think this Echo electronics is terrible. Price feels fair. Would consider buying again.,images/img_1099.png,0
1100,Citrus,Fashion,260.21,2.9,0.17,I think this Citrus fashion is good. Price feels fair. Would consider buying again.,images/img_1100.png,1
1101,Delta,Home,138.43,4.9,0.36,I think this Delta home is terrible. Price feels fair. Would consider buying again.,images/img_1101.png,0
1102,Echo,Home,39.28,5.0,0.57,I think this Echo home is good. Price feels fair. Would consider buying again.,images/img_1102.png,1
1103,Bravo,Electronics,227.02,2.3,0.28,I think this Bravo electronics is good. Price feels fair. Would consider buying again.,images/img_1103.png,0
1104,Bravo,Electronics,159.3,3.2,0.28,I think this Bravo electronics is poor. Price feels fair. Would consider buying again.,images/img_1104.png,0
1105,Citrus,Electronics,159.44,2.0,0.19,I think this Citrus electronics is poor. Price feels fair. Would consider buying again.,images/img_1105.png,0
1106,Delta,Sports,198.22,3.9,0.1,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_1106.png,1
1107,Echo,Beauty,278.05,4.4,0.31,I think this Echo beauty is terrible. Price feels fair. Would consider buying again.,images/img_1107.png,0
1108,Alpha,Beauty,96.52,4.3,0.32,I think this Alpha beauty is average. Price feels fair. Would consider buying again.,images/img_1108.png,1
1109,Citrus,Sports,250.95,5.0,0.35,I think this Citrus sports is poor. Price feels fair. Would consider buying again.,images/img_1109.png,1
1110,Alpha,Beauty,82.02,4.0,0.37,I think this Alpha beauty is average. Price feels fair. Would consider buying again.,images/img_1110.png,1
1111,Delta,Home,47.69,5.0,0.3,I think this Delta home is terrible. Price feels fair. Would consider buying again.,images/img_1111.png,1
1112,Bravo,Beauty,178.66,5.0,0.0,I think this Bravo beauty is great. Price feels fair. Would consider buying again.,images/img_1112.png,1
1113,Citrus,Home,39.95,4.9,0.25,I think this Citrus home is terrible. Price feels fair. Would consider buying again.,images/img_1113.png,1
1114,Alpha,Home,195.5,5.0,0.0,I think this Alpha home is terrible. Price feels fair. Would consider buying again.,images/img_1114.png,0
1115,Echo,Beauty,48.34,3.3,0.0,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_1115.png,1
1116,Bravo,Fashion,290.15,4.5,0.0,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_1116.png,1
1117,Bravo,Fashion,88.78,2.6,0.38,I think this Bravo fashion is great. Price feels fair. Would consider buying again.,images/img_1117.png,1
1118,Alpha,Beauty,237.84,5.0,0.37,I think this Alpha beauty is average. Price feels fair. Would consider buying again.,images/img_1118.png,1
1119,Alpha,Sports,219.34,4.5,0.36,I think this Alpha sports is good. Price feels fair. Would consider buying again.,images/img_1119.png,1
1120,Citrus,Sports,165.37,4.8,0.09,I think this Citrus sports is great. Price feels fair. Would consider buying again.,images/img_1120.png,1
1121,Bravo,Home,20.58,5.0,0.13,I think this Bravo home is average. Price feels fair. Would consider buying again.,images/img_1121.png,1
1122,Citrus,Electronics,248.26,3.9,0.37,I think this Citrus electronics is great. Price feels fair. Would consider buying again.,images/img_1122.png,1
1123,Echo,Beauty,194.91,4.3,0.0,I think this Echo beauty is poor. Price feels fair. Would consider buying again.,images/img_1123.png,0
1124,Echo,Home,274.02,4.6,0.31,I think this Echo home is terrible. Price feels fair. Would consider buying again.,images/img_1124.png,0
1125,Citrus,Fashion,86.76,3.2,0.14,I think this Citrus fashion is average. Price feels fair. Would consider buying again.,images/img_1125.png,0
1126,Citrus,Home,12.46,4.4,0.09,I think this Citrus home is good. Price feels fair. Would consider buying again.,images/img_1126.png,1
1127,Bravo,Fashion,142.2,4.2,0.12,I think this Bravo fashion is poor. Price feels fair. Would consider buying again.,images/img_1127.png,0
1128,Delta,Home,175.1,3.3,0.0,I think this Delta home is great. Price feels fair. Would consider buying again.,images/img_1128.png,1
1129,Echo,Sports,38.54,3.8,0.38,I think this Echo sports is poor. Price feels fair. Would consider buying again.,images/img_1129.png,1
1130,Bravo,Sports,177.93,5.0,0.32,I think this Bravo sports is poor. Price feels fair. Would consider buying again.,images/img_1130.png,1
1131,Delta,Home,63.59,5.0,0.24,I think this Delta home is average. Price feels fair. Would consider buying again.,images/img_1131.png,1
1132,Citrus,Beauty,40.75,2.2,0.25,I think this Citrus beauty is great. Price feels fair. Would consider buying again.,images/img_1132.png,1
1133,Alpha,Sports,16.72,4.7,0.41,I think this Alpha sports is good. Price feels fair. Would consider buying again.,images/img_1133.png,1
1134,Echo,Electronics,208.21,4.3,0.3,I think this Echo electronics is great. Price feels fair. Would consider buying again.,images/img_1134.png,1
1135,Citrus,Sports,46.66,4.9,0.26,I think this Citrus sports is great. Price feels fair. Would consider buying again.,images/img_1135.png,1
1136,Echo,Electronics,157.72,2.7,0.02,I think this Echo electronics is terrible. Price feels fair. Would consider buying again.,images/img_1136.png,0
1137,Bravo,Home,188.3,4.7,0.35,I think this Bravo home is average. Price feels fair. Would consider buying again.,images/img_1137.png,1
1138,Bravo,Home,204.12,4.6,0.2,I think this Bravo home is terrible. Price feels fair. Would consider buying again.,images/img_1138.png,0
1139,Bravo,Electronics,100.11,2.8,0.24,I think this Bravo electronics is poor. Price feels fair. Would consider buying again.,images/img_1139.png,0
1140,Citrus,Fashion,72.14,3.5,0.22,I think this Citrus fashion is great. Price feels fair. Would consider buying again.,images/img_1140.png,1
1141,Bravo,Beauty,50.83,4.0,0.44,I think this Bravo beauty is average. Price feels fair. Would consider buying again.,images/img_1141.png,1
1142,Citrus,Home,227.58,4.5,0.16,I think this Citrus home is poor. Price feels fair. Would consider buying again.,images/img_1142.png,0
1143,Alpha,Electronics,181.17,3.2,0.36,I think this Alpha electronics is good. Price feels fair. Would consider buying again.,images/img_1143.png,1
1144,Delta,Beauty,56.97,3.8,0.39,I think this Delta beauty is poor. Price feels fair. Would consider buying again.,images/img_1144.png,1
1145,Delta,Fashion,268.79,4.3,0.09,I think this Delta fashion is good. Price feels fair. Would consider buying again.,images/img_1145.png,1
1146,Delta,Electronics,73.7,5.0,0.27,I think this Delta electronics is poor. Price feels fair. Would consider buying again.,images/img_1146.png,1
1147,Echo,Beauty,96.46,3.4,0.06,I think this Echo beauty is great. Price feels fair. Would consider buying again.,images/img_1147.png,1
1148,Alpha,Electronics,175.63,5.0,0.6,I think this Alpha electronics is great. Price feels fair. Would consider buying again.,images/img_1148.png,1
1149,Citrus,Home,46.79,2.9,0.28,I think this Citrus home is terrible. Price feels fair. Would consider buying again.,images/img_1149.png,0
1150,Alpha,Home,34.17,3.4,0.13,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_1150.png,1
1151,Delta,Beauty,164.81,5.0,0.37,I think this Delta beauty is average. Price feels fair. Would consider buying again.,images/img_1151.png,1
1152,Echo,Electronics,38.8,3.7,0.01,I think this Echo electronics is good. Price feels fair. Would consider buying again.,images/img_1152.png,1
1153,Echo,Fashion,250.39,5.0,0.38,I think this Echo fashion is average. Price feels fair. Would consider buying again.,images/img_1153.png,1
1154,Delta,Beauty,74.62,3.1,0.09,I think this Delta beauty is average. Price feels fair. Would consider buying again.,images/img_1154.png,1
1155,Delta,Beauty,120.02,3.0,0.49,I think this Delta beauty is great. Price feels fair. Would consider buying again.,images/img_1155.png,1
1156,Citrus,Beauty,175.3,3.9,0.06,I think this Citrus beauty is terrible. Price feels fair. Would consider buying again.,images/img_1156.png,0
1157,Delta,Sports,262.68,3.1,0.33,I think this Delta sports is average. Price feels fair. Would consider buying again.,images/img_1157.png,0
1158,Echo,Home,87.71,2.7,0.04,I think this Echo home is average. Price feels fair. Would consider buying again.,images/img_1158.png,0
1159,Citrus,Beauty,117.84,3.0,0.25,I think this Citrus beauty is great. Price feels fair. Would consider buying again.,images/img_1159.png,1
1160,Delta,Sports,280.27,4.8,0.22,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_1160.png,1
1161,Delta,Beauty,298.81,3.3,0.07,I think this Delta beauty is great. Price feels fair. Would consider buying again.,images/img_1161.png,1
1162,Alpha,Fashion,77.67,4.1,0.18,I think this Alpha fashion is great. Price feels fair. Would consider buying again.,images/img_1162.png,1
1163,Echo,Fashion,292.46,3.4,0.16,I think this Echo fashion is great. Price feels fair. Would consider buying again.,images/img_1163.png,1
1164,Alpha,Beauty,68.09,3.6,0.16,I think this Alpha beauty is great. Price feels fair. Would consider buying again.,images/img_1164.png,1
1165,Citrus,Electronics,191.61,2.8,0.16,I think this Citrus electronics is good. Price feels fair. Would consider buying again.,images/img_1165.png,0
1166,Alpha,Home,24.76,5.0,0.33,I think this Alpha home is poor. Price feels fair. Would consider buying again.,images/img_1166.png,1
1167,Delta,Fashion,153.06,3.8,0.38,I think this Delta fashion is poor. Price feels fair. Would consider buying again.,images/img_1167.png,0
1168,Citrus,Electronics,294.28,5.0,0.09,I think this Citrus electronics is average. Price feels fair. Would consider buying again.,images/img_1168.png,1
1169,Delta,Beauty,113.85,4.1,0.2,I think this Delta beauty is good. Price feels fair. Would consider buying again.,images/img_1169.png,1
1170,Delta,Home,258.09,2.9,0.0,I think this Delta home is great. Price feels fair. Would consider buying again.,images/img_1170.png,1
1171,Alpha,Home,128.17,5.0,0.4,I think this Alpha home is good. Price feels fair. Would consider buying again.,images/img_1171.png,1
1172,Citrus,Beauty,190.76,4.1,0.17,I think this Citrus beauty is poor. Price feels fair. Would consider buying again.,images/img_1172.png,0
1173,Echo,Electronics,70.34,3.1,0.37,I think this Echo electronics is great. Price feels fair. Would consider buying again.,images/img_1173.png,1
1174,Alpha,Electronics,287.13,4.6,0.07,I think this Alpha electronics is average. Price feels fair. Would consider buying again.,images/img_1174.png,1
1175,Echo,Fashion,230.08,4.1,0.15,I think this Echo fashion is terrible. Price feels fair. Would consider buying again.,images/img_1175.png,0
1176,Echo,Beauty,66.89,4.8,0.33,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_1176.png,1
1177,Delta,Sports,221.34,4.7,0.11,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_1177.png,1
1178,Echo,Fashion,111.0,3.3,0.18,I think this Echo fashion is average. Price feels fair. Would consider buying again.,images/img_1178.png,0
1179,Bravo,Fashion,83.91,4.4,0.33,I think this Bravo fashion is great. Price feels fair. Would consider buying again.,images/img_1179.png,1
1180,Delta,Electronics,212.33,4.1,0.49,I think this Delta electronics is good. Price feels fair. Would consider buying again.,images/img_1180.png,1
1181,Echo,Sports,173.1,5.0,0.14,I think this Echo sports is average. Price feels fair. Would consider buying again.,images/img_1181.png,1
1182,Echo,Beauty,188.44,4.7,0.12,I think this Echo beauty is great. Price feels fair. Would consider buying again.,images/img_1182.png,1
1183,Delta,Beauty,163.59,4.7,0.52,I think this Delta beauty is terrible. Price feels fair. Would consider buying again.,images/img_1183.png,0
1184,Bravo,Beauty,52.34,3.9,0.31,I think this Bravo beauty is poor. Price feels fair. Would consider buying again.,images/img_1184.png,1
1185,Bravo,Electronics,72.94,3.7,0.03,I think this Bravo electronics is good. Price feels fair. Would consider buying again.,images/img_1185.png,1
1186,Delta,Beauty,279.45,3.7,0.06,I think this Delta beauty is terrible. Price feels fair. Would consider buying again.,images/img_1186.png,0
1187,Bravo,Sports,202.26,4.7,0.0,I think this Bravo sports is great. Price feels fair. Would consider buying again.,images/img_1187.png,1
1188,Alpha,Electronics,97.87,3.8,0.0,I think this Alpha electronics is good. Price feels fair. Would consider buying again.,images/img_1188.png,1
1189,Delta,Sports,187.2,2.8,0.08,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_1189.png,0
1190,Citrus,Sports,163.66,4.4,0.35,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_1190.png,1
1191,Alpha,Sports,76.95,3.9,0.24,I think this Alpha sports is average. Price feels fair. Would consider buying again.,images/img_1191.png,1
1192,Delta,Electronics,298.41,3.7,0.36,I think this Delta electronics is good. Price feels fair. Would consider buying again.,images/img_1192.png,1
1193,Bravo,Sports,238.12,3.5,0.22,I think this Bravo sports is average. Price feels fair. Would consider buying again.,images/img_1193.png,0
1194,Alpha,Electronics,269.72,3.0,0.25,I think this Alpha electronics is average. Price feels fair. Would consider buying again.,images/img_1194.png,0
1195,Alpha,Home,283.67,5.0,0.13,I think this Alpha home is poor. Price feels fair. Would consider buying again.,images/img_1195.png,1
1196,Citrus,Fashion,203.98,2.9,0.39,I think this Citrus fashion is great. Price feels fair. Would consider buying again.,images/img_1196.png,1
1197,Delta,Sports,238.48,4.6,0.12,I think this Delta sports is average. Price feels fair. Would consider buying again.,images/img_1197.png,1
1198,Alpha,Beauty,281.85,4.3,0.01,I think this Alpha beauty is great. Price feels fair. Would consider buying again.,images/img_1198.png,1
1199,Bravo,Sports,175.98,4.7,0.22,I think this Bravo sports is average. Price feels fair. Would consider buying again.,images/img_1199.png,1
1200,Delta,Electronics,108.09,4.9,0.29,I think this Delta electronics is good. Price feels fair. Would consider buying again.,images/img_1200.png,1
1201,Citrus,Beauty,154.93,3.9,0.44,I think this Citrus beauty is great. Price feels fair. Would consider buying again.,images/img_1201.png,1
1202,Delta,Home,164.59,3.6,0.27,I think this Delta home is poor. Price feels fair. Would consider buying again.,images/img_1202.png,0
1203,Alpha,Home,288.08,3.2,0.21,I think this Alpha home is poor. Price feels fair. Would consider buying again.,images/img_1203.png,0
1204,Citrus,Home,18.09,4.3,0.06,I think this Citrus home is great. Price feels fair. Would consider buying again.,images/img_1204.png,1
1205,Delta,Electronics,140.94,3.4,0.26,I think this Delta electronics is terrible. Price feels fair. Would consider buying again.,images/img_1205.png,0
1206,Bravo,Beauty,245.35,3.1,0.04,I think this Bravo beauty is good. Price feels fair. Would consider buying again.,images/img_1206.png,1
1207,Delta,Home,37.78,3.8,0.14,I think this Delta home is great. Price feels fair. Would consider buying again.,images/img_1207.png,1
1208,Delta,Sports,38.55,4.0,0.18,I think this Delta sports is average. Price feels fair. Would consider buying again.,images/img_1208.png,1
1209,Bravo,Fashion,237.79,4.7,0.01,I think this Bravo fashion is great. Price feels fair. Would consider buying again.,images/img_1209.png,1
1210,Delta,Fashion,230.31,3.5,0.39,I think this Delta fashion is poor. Price feels fair. Would consider buying again.,images/img_1210.png,0
1211,Citrus,Electronics,45.86,2.8,0.16,I think this Citrus electronics is good. Price feels fair. Would consider buying again.,images/img_1211.png,1
1212,Bravo,Electronics,256.42,3.2,0.22,I think this Bravo electronics is good. Price feels fair. Would consider buying again.,images/img_1212.png,1
1213,Echo,Fashion,157.92,4.1,0.3,I think this Echo fashion is great. Price feels fair. Would consider buying again.,images/img_1213.png,1
1214,Echo,Sports,240.09,5.0,0.12,I think this Echo sports is great. Price feels fair. Would consider buying again.,images/img_1214.png,1
1215,Bravo,Beauty,250.26,2.3,0.05,I think this Bravo beauty is poor. Price feels fair. Would consider buying again.,images/img_1215.png,0
1216,Bravo,Electronics,275.15,4.2,0.32,I think this Bravo electronics is good. Price feels fair. Would consider buying again.,images/img_1216.png,1
1217,Citrus,Beauty,39.98,3.1,0.12,I think this Citrus beauty is great. Price feels fair. Would consider buying again.,images/img_1217.png,1
1218,Delta,Sports,70.03,4.7,0.26,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_1218.png,1
1219,Alpha,Electronics,112.4,4.5,0.19,I think this Alpha electronics is great. Price feels fair. Would consider buying again.,images/img_1219.png,1
1220,Delta,Sports,62.49,2.2,0.2,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_1220.png,1
1221,Delta,Sports,214.7,3.9,0.15,I think this Delta sports is average. Price feels fair. Would consider buying again.,images/img_1221.png,1
1222,Citrus,Beauty,218.6,2.9,0.56,I think this Citrus beauty is poor. Price feels fair. Would consider buying again.,images/img_1222.png,0
1223,Citrus,Electronics,262.58,5.0,0.07,I think this Citrus electronics is great. Price feels fair. Would consider buying again.,images/img_1223.png,1
1224,Delta,Electronics,90.72,4.1,0.0,I think this Delta electronics is great. Price feels fair. Would consider buying again.,images/img_1224.png,1
1225,Echo,Beauty,65.83,4.7,0.17,I think this Echo beauty is poor. Price feels fair. Would consider buying again.,images/img_1225.png,1
1226,Bravo,Beauty,274.26,1.0,0.14,I think this Bravo beauty is great. Price feels fair. Would consider buying again.,images/img_1226.png,0
1227,Delta,Sports,203.9,4.6,0.29,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_1227.png,1
1228,Alpha,Fashion,42.4,5.0,0.34,I think this Alpha fashion is terrible. Price feels fair. Would consider buying again.,images/img_1228.png,1
1229,Bravo,Sports,165.5,3.8,0.07,I think this Bravo sports is poor. Price feels fair. Would consider buying again.,images/img_1229.png,0
1230,Bravo,Home,255.34,1.9,0.55,I think this Bravo home is average. Price feels fair. Would consider buying again.,images/img_1230.png,0
